"Frame-Sf","MASTER CAUTN","WARNMAS","AIRCRAFT REGISTRATION","DEPARTURE AIRPORT- ICAO","ARRIVAL AIRPORT- ICAO","FLIGHT NUMBER","STATIC AIR TEMP.","FLIGHT PHASE","T471","T474","T472","T475","T481","T482","FLAP CONFIGURATION","ECS ISOLATION VALVE","OAT","ECS_1","ECS_2","ENGINE 1 BLEED VLALE","ENGINE 2 BLEED VALVE","APU BLEED SWITCH","N11","N12","N21","N22"
"","aWARNMAS","aWARNMAS","_AC_REG","_ORIGIN","_DESTINATION","_FLIGHT_NUM","_SAT","_FLIGHT_PHASE","T471","T474","T472","T475","T481","T482","_FLAPS","ISOV","OAT","ECS_1","ECS_2","BLD_1","BLD_2","APU_BLEED","_N1_1","_N1_2","_N2_1","_N2_2"
"","","","","","","","DEG C","","","","","","","","","","","","","","","","%RPM","%RPM","%RPM","%RPM"
889-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,47.00000000000000000,46.75000000000000000,77.12500000000000000,77.00000000000000000
889-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,46.12500000000000000,45.87500000000000000,76.87500000000000000,76.75000000000000000
889-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,45.37500000000000000,45.12500000000000000,76.62500000000000000,76.62500000000000000
890-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,12.29905414581298800,14.50585937500000000,22.55552864074707000,22.86385154724121100,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,44.75000000000000000,44.75000000000000000,76.37500000000000000,76.50000000000000000
890-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,44.37500000000000000,44.37500000000000000,76.37500000000000000,76.37500000000000000
890-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,44.25000000000000000,44.37500000000000000,76.37500000000000000,76.37500000000000000
890-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,44.25000000000000000,44.25000000000000000,76.37500000000000000,76.37500000000000000
891-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,14.38822078704834000,15.03062915802002000,23.55939674377441400,23.86934089660644500,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,44.12500000000000000,44.37500000000000000,76.37500000000000000,76.37500000000000000
891-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,44.25000000000000000,44.50000000000000000,76.50000000000000000,76.50000000000000000
891-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,45.12500000000000000,45.12500000000000000,77.00000000000000000,77.00000000000000000
891-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,45.87500000000000000,46.00000000000000000,77.00000000000000000,77.12500000000000000
892-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,7,14.73782157897949200,15.38098144531250000,24.25745964050293000,23.40461158752441400,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,46.25000000000000000,46.12500000000000000,77.00000000000000000,77.00000000000000000
892-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,46.25000000000000000,46.25000000000000000,77.00000000000000000,77.00000000000000000
892-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,46.37500000000000000,46.37500000000000000,77.12500000000000000,77.12500000000000000
892-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,46.50000000000000000,46.50000000000000000,77.12500000000000000,77.12500000000000000
893-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,14.03902053833007800,15.38098144531250000,23.55939674377441400,22.55552864074707000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,46.50000000000000000,46.50000000000000000,77.12500000000000000,77.12500000000000000
893-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,46.62500000000000000,46.50000000000000000,77.12500000000000000,77.12500000000000000
893-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,46.62500000000000000,46.75000000000000000,77.12500000000000000,77.25000000000000000
893-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,47.12500000000000000,47.37500000000000000,77.37500000000000000,77.50000000000000000
894-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,12.99383544921875000,15.90726184844970700,22.40155601501464800,22.01716995239257800,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,47.75000000000000000,48.50000000000000000,77.62500000000000000,77.75000000000000000
894-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,48.37500000000000000,48.50000000000000000,77.75000000000000000,77.50000000000000000
894-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,48.75000000000000000,48.50000000000000000,77.75000000000000000,77.50000000000000000
894-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,48.75000000000000000,48.50000000000000000,77.62500000000000000,77.62500000000000000
895-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,12.64624500274658200,14.50585937500000000,22.24770736694335900,22.40155601501464800,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,48.62500000000000000,48.50000000000000000,77.62500000000000000,77.62500000000000000
895-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,48.75000000000000000,48.50000000000000000,77.75000000000000000,77.62500000000000000
895-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,48.75000000000000000,48.62500000000000000,77.75000000000000000,77.62500000000000000
895-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,48.75000000000000000,49.12500000000000000,77.87500000000000000,78.12500000000000000
896-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,7,13.69022369384765600,13.98199272155761700,22.63256072998046900,23.17267227172851600,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,49.87500000000000000,50.12500000000000000,78.25000000000000000,78.25000000000000000
896-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,50.75000000000000000,51.00000000000000000,78.37500000000000000,78.50000000000000000
896-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,51.37500000000000000,51.50000000000000000,78.50000000000000000,78.62500000000000000
896-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,51.87500000000000000,52.00000000000000000,78.62500000000000000,78.75000000000000000
897-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,14.03902053833007800,14.15651512145996100,23.71430778503418000,24.02449798583984400,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,52.25000000000000000,52.50000000000000000,78.75000000000000000,78.87500000000000000
897-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,52.50000000000000000,52.75000000000000000,78.75000000000000000,78.87500000000000000
897-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,52.62500000000000000,52.62500000000000000,78.75000000000000000,78.87500000000000000
897-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,52.62500000000000000,52.75000000000000000,78.75000000000000000,78.87500000000000000
898-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,15.08782482147216800,15.38098144531250000,24.64635467529296900,24.10212135314941400,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,52.62500000000000000,52.62500000000000000,78.87500000000000000,78.87500000000000000
898-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,52.62500000000000000,52.62500000000000000,78.87500000000000000,78.87500000000000000
898-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,52.62500000000000000,52.62500000000000000,78.87500000000000000,78.87500000000000000
898-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,52.62500000000000000,52.62500000000000000,78.87500000000000000,78.87500000000000000
899-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,15.78904056549072300,14.85560798645019500,24.41292572021484400,23.79180908203125000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,52.62500000000000000,52.62500000000000000,78.87500000000000000,78.87500000000000000
899-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,52.62500000000000000,52.75000000000000000,78.87500000000000000,79.12500000000000000
899-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,53.50000000000000000,53.87500000000000000,79.37500000000000000,79.37500000000000000
899-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,54.25000000000000000,54.12500000000000000,79.25000000000000000,79.25000000000000000
900-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,7,14.03902053833007800,15.20575618743896500,23.79180908203125000,22.86385154724121100,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,54.50000000000000000,55.25000000000000000,79.62500000000000000,80.00000000000000000
900-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,56.25000000000000000,56.75000000000000000,80.00000000000000000,80.12500000000000000
900-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,57.00000000000000000,57.37500000000000000,80.25000000000000000,80.37500000000000000
900-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,58.50000000000000000,59.00000000000000000,80.62500000000000000,80.87500000000000000
901-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,13.69022369384765600,13.80757236480712900,23.01819610595703100,22.09398460388183600,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,59.37500000000000000,60.12500000000000000,80.87500000000000000,81.12500000000000000
901-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,61.00000000000000000,61.50000000000000000,81.37500000000000000,81.50000000000000000
901-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,62.12500000000000000,62.75000000000000000,81.62500000000000000,81.75000000000000000
901-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,63.50000000000000000,64.00000000000000000,82.00000000000000000,82.25000000000000000
902-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,14.21357059478759800,12.76315689086914100,22.24770736694335900,21.71022605895996100,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,64.75000000000000000,65.12500000000000000,82.37500000000000000,82.50000000000000000
902-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,65.87500000000000000,66.25000000000000000,82.62500000000000000,83.00000000000000000
902-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,66.62500000000000000,67.12500000000000000,83.00000000000000000,83.25000000000000000
902-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,67.62500000000000000,68.00000000000000000,83.37500000000000000,83.62500000000000000
903-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,12.99383544921875000,12.76315689086914100,21.17427825927734400,20.94505310058593700,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,68.50000000000000000,68.87500000000000000,83.62500000000000000,83.87500000000000000
903-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,7,,,,,,,0.00000000000000000,0,,1,1,1,1,0,69.37500000000000000,69.75000000000000000,84.00000000000000000,84.25000000000000000
903-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,70.00000000000000000,70.25000000000000000,84.25000000000000000,84.50000000000000000
903-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,70.87500000000000000,71.37500000000000000,84.62500000000000000,85.25000000000000000
904-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,11.77902412414550800,13.11089420318603500,20.86870384216308600,21.25074577331543000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,72.12500000000000000,73.62500000000000000,85.37500000000000000,85.62500000000000000
904-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,73.75000000000000000,74.37500000000000000,85.75000000000000000,86.00000000000000000
904-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,74.50000000000000000,75.12500000000000000,86.00000000000000000,86.25000000000000000
904-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.25000000000000000,75.62500000000000000,86.25000000000000000,86.37500000000000000
905-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,9.87996006011962890,13.80757236480712900,21.40378379821777300,21.40378379821777300,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,75.62500000000000000,75.87500000000000000,86.37500000000000000,86.50000000000000000
905-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.87500000000000000,76.12500000000000000,86.37500000000000000,86.62500000000000000
905-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.00000000000000000,76.25000000000000000,86.50000000000000000,86.62500000000000000
905-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.12500000000000000,76.37500000000000000,86.62500000000000000,86.75000000000000000
906-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,10.56912708282470700,14.15651512145996100,21.78691482543945300,21.86363792419433600,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,76.25000000000000000,76.50000000000000000,86.62500000000000000,86.75000000000000000
906-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.37500000000000000,76.50000000000000000,86.62500000000000000,86.75000000000000000
906-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.37500000000000000,76.50000000000000000,86.62500000000000000,86.75000000000000000
906-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.37500000000000000,76.50000000000000000,86.62500000000000000,86.87500000000000000
907-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,11.77902412414550800,13.98199272155761700,22.01716995239257800,22.01716995239257800,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,76.37500000000000000,76.50000000000000000,86.75000000000000000,86.87500000000000000
907-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.50000000000000000,76.50000000000000000,86.75000000000000000,86.87500000000000000
907-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.50000000000000000,76.50000000000000000,86.75000000000000000,86.87500000000000000
907-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.50000000000000000,76.50000000000000000,86.75000000000000000,86.87500000000000000
908-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,11.08705329895019500,13.98199272155761700,22.40155601501464800,22.24770736694335900,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,76.50000000000000000,76.50000000000000000,86.75000000000000000,86.87500000000000000
908-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.50000000000000000,76.50000000000000000,86.75000000000000000,86.87500000000000000
908-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.50000000000000000,76.50000000000000000,86.75000000000000000,86.87500000000000000
908-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.50000000000000000,76.25000000000000000,86.62500000000000000,86.62500000000000000
909-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,13.51597690582275400,13.11089420318603500,22.78672027587890600,23.17267227172851600,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,76.25000000000000000,76.12500000000000000,86.50000000000000000,86.62500000000000000
909-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.12500000000000000,76.12500000000000000,86.50000000000000000,86.62500000000000000
909-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.12500000000000000,76.00000000000000000,86.50000000000000000,86.62500000000000000
909-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.00000000000000000,76.00000000000000000,86.50000000000000000,86.62500000000000000
910-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,12.99383544921875000,14.50585937500000000,23.71430778503418000,22.94100952148437500,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,76.00000000000000000,75.87500000000000000,86.50000000000000000,86.62500000000000000
910-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,76.00000000000000000,75.87500000000000000,86.50000000000000000,86.62500000000000000
910-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.87500000000000000,75.87500000000000000,86.37500000000000000,86.50000000000000000
910-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.87500000000000000,75.75000000000000000,86.37500000000000000,86.50000000000000000
911-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,14.73782157897949200,13.80757236480712900,23.24995231628418000,22.55552864074707000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,75.75000000000000000,75.75000000000000000,86.37500000000000000,86.50000000000000000
911-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.75000000000000000,75.62500000000000000,86.37500000000000000,86.50000000000000000
911-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.75000000000000000,75.75000000000000000,86.37500000000000000,86.50000000000000000
911-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.62500000000000000,75.62500000000000000,86.37500000000000000,86.50000000000000000
912-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,12.99383544921875000,14.50585937500000000,22.40155601501464800,21.48034858703613300,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,75.62500000000000000,75.62500000000000000,86.37500000000000000,86.50000000000000000
912-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.50000000000000000,75.50000000000000000,86.25000000000000000,86.37500000000000000
912-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.50000000000000000,75.50000000000000000,86.25000000000000000,86.37500000000000000
912-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.50000000000000000,75.37500000000000000,86.25000000000000000,86.37500000000000000
913-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,12.64624500274658200,12.93697643280029300,21.25074577331543000,21.32724761962890600,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,75.50000000000000000,75.37500000000000000,86.25000000000000000,86.37500000000000000
913-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.50000000000000000,75.37500000000000000,86.25000000000000000,86.37500000000000000
913-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.37500000000000000,75.37500000000000000,86.25000000000000000,86.37500000000000000
913-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.37500000000000000,75.37500000000000000,86.25000000000000000,86.37500000000000000
914-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,12.81998920440673800,13.98199272155761700,21.40378379821777300,21.71022605895996100,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,75.25000000000000000,75.25000000000000000,86.12500000000000000,86.37500000000000000
914-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.25000000000000000,75.25000000000000000,86.12500000000000000,86.25000000000000000
914-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.25000000000000000,75.25000000000000000,86.12500000000000000,86.25000000000000000
914-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.25000000000000000,75.25000000000000000,86.12500000000000000,86.25000000000000000
915-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,11.95226669311523400,14.33113765716552700,22.01716995239257800,21.86363792419433600,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,75.25000000000000000,75.25000000000000000,86.12500000000000000,86.25000000000000000
915-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.25000000000000000,75.25000000000000000,86.12500000000000000,86.25000000000000000
915-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.25000000000000000,75.25000000000000000,86.12500000000000000,86.25000000000000000
915-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.25000000000000000,75.25000000000000000,86.12500000000000000,86.25000000000000000
916-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,11.43283843994140600,14.68068313598632800,22.09398460388183600,21.63356781005859400,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,75.25000000000000000,75.25000000000000000,86.12500000000000000,86.25000000000000000
916-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.25000000000000000,75.12500000000000000,86.12500000000000000,86.25000000000000000
916-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.25000000000000000,75.12500000000000000,86.12500000000000000,86.25000000000000000
916-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,75.12500000000000000,74.75000000000000000,86.00000000000000000,86.00000000000000000
917-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,12.12561035156250000,13.63325119018554700,21.78691482543945300,22.01716995239257800,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,74.50000000000000000,74.12500000000000000,85.75000000000000000,85.75000000000000000
917-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,73.87500000000000000,73.50000000000000000,85.50000000000000000,85.50000000000000000
