"Frame-Sf","MASTER CAUTN","WARNMAS","AIRCRAFT REGISTRATION","DEPARTURE AIRPORT- ICAO","ARRIVAL AIRPORT- ICAO","FLIGHT NUMBER","STATIC AIR TEMP.","FLIGHT PHASE","T471","T474","T472","T475","T481","T482","FLAP CONFIGURATION","ECS ISOLATION VALVE","OAT","ECS_1","ECS_2","ENGINE 1 BLEED VLALE","ENGINE 2 BLEED VALVE","APU BLEED SWITCH","N11","N12","N21","N22"
"","aWARNMAS","aWARNMAS","_AC_REG","_ORIGIN","_DESTINATION","_FLIGHT_NUM","_SAT","_FLIGHT_PHASE","T471","T474","T472","T475","T481","T482","_FLAPS","ISOV","OAT","ECS_1","ECS_2","BLD_1","BLD_2","APU_BLEED","_N1_1","_N1_2","_N2_1","_N2_2"
"","","","","","","","DEG C","","","","","","","","","","","","","","","","%RPM","%RPM","%RPM","%RPM"
482-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,78.00000000000000000,78.00000000000000000,87.00000000000000000,87.00000000000000000
482-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,78.00000000000000000,78.00000000000000000,86.87500000000000000,87.00000000000000000
483-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,12.64624500274658200,12.41582202911377000,22.86385154724121100,23.24995231628418000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
483-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
483-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
483-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
484-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,13.16778182983398400,13.11089420318603500,23.79180908203125000,24.17977523803710900,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
484-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
484-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
484-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
485-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,13.16778182983398400,14.15651512145996100,24.56851577758789100,23.79180908203125000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
485-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
485-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
485-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,78.00000000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
486-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,12.64624500274658200,14.50585937500000000,23.79180908203125000,22.86385154724121100,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,78.00000000000000000,77.87500000000000000,87.00000000000000000,87.00000000000000000
486-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,78.00000000000000000,78.00000000000000000,87.00000000000000000,87.00000000000000000
486-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,78.00000000000000000,78.00000000000000000,87.00000000000000000,87.00000000000000000
486-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,78.00000000000000000,78.00000000000000000,87.00000000000000000,87.00000000000000000
487-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,11.95226669311523400,13.11089420318603500,22.86385154724121100,23.09541893005371100,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
487-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
487-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.87500000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
487-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.75000000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
488-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,11.77902412414550800,12.76315689086914100,23.40461158752441400,23.79180908203125000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.75000000000000000,77.87500000000000000,86.87500000000000000,87.00000000000000000
488-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.75000000000000000,77.75000000000000000,86.87500000000000000,87.00000000000000000
488-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.75000000000000000,77.75000000000000000,86.87500000000000000,87.00000000000000000
488-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.75000000000000000,77.75000000000000000,86.87500000000000000,87.00000000000000000
489-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,12.64624500274658200,13.11089420318603500,24.17977523803710900,24.25745964050293000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.75000000000000000,77.75000000000000000,86.87500000000000000,86.87500000000000000
489-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.62500000000000000,77.75000000000000000,86.75000000000000000,86.87500000000000000
489-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.62500000000000000,77.75000000000000000,86.75000000000000000,86.87500000000000000
489-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.62500000000000000,77.62500000000000000,86.75000000000000000,86.87500000000000000
490-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,13.16778182983398400,13.45903205871582000,24.41292572021484400,23.79180908203125000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.62500000000000000,77.62500000000000000,86.75000000000000000,86.87500000000000000
490-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.62500000000000000,77.62500000000000000,86.75000000000000000,86.87500000000000000
490-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.50000000000000000,77.62500000000000000,86.75000000000000000,86.87500000000000000
490-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.50000000000000000,77.62500000000000000,86.75000000000000000,86.87500000000000000
491-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,12.99383544921875000,12.58944034576416000,23.63683319091796900,23.24995231628418000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.50000000000000000,77.50000000000000000,86.75000000000000000,86.75000000000000000
491-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.25000000000000000,86.75000000000000000,86.75000000000000000
491-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.25000000000000000,86.75000000000000000,86.75000000000000000
491-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.25000000000000000,86.75000000000000000,86.75000000000000000
492-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,12.81998920440673800,13.45903205871582000,23.01819610595703100,22.86385154724121100,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.50000000000000000,77.25000000000000000,86.75000000000000000,86.75000000000000000
492-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.75000000000000000,86.75000000000000000
492-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
492-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
493-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,12.64624500274658200,13.63325119018554700,23.01819610595703100,23.32726669311523400,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
493-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
493-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
493-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
494-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,13.16778182983398400,13.45903205871582000,23.48199081420898400,23.63683319091796900,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.25000000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
494-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
494-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
494-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.12500000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
495-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,13.51597690582275400,13.63325119018554700,23.63683319091796900,23.71430778503418000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.12500000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
495-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.12500000000000000,77.25000000000000000,86.62500000000000000,86.62500000000000000
495-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.12500000000000000,77.12500000000000000,86.62500000000000000,86.62500000000000000
495-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.12500000000000000,77.12500000000000000,86.62500000000000000,86.62500000000000000
496-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,14.03902053833007800,12.24230480194091800,24.02449798583984400,23.79180908203125000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.12500000000000000,77.12500000000000000,86.50000000000000000,86.62500000000000000
496-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.12500000000000000,77.12500000000000000,86.62500000000000000,86.75000000000000000
496-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.12500000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
496-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.12500000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
497-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,13.86457252502441400,12.24230480194091800,23.71430778503418000,23.24995231628418000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.12500000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
497-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.12500000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
497-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.12500000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
497-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.12500000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
498-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,13.51597690582275400,12.58944034576416000,23.17267227172851600,22.94100952148437500,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.12500000000000000,77.12500000000000000,86.50000000000000000,86.75000000000000000
498-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.12500000000000000,77.25000000000000000,86.62500000000000000,86.62500000000000000
498-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.12500000000000000,77.12500000000000000,86.50000000000000000,86.75000000000000000
498-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.12500000000000000,77.25000000000000000,86.50000000000000000,86.75000000000000000
499-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,12.99383544921875000,13.63325119018554700,23.09541893005371100,23.32726669311523400,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.12500000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
499-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
499-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
499-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
500-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,12.81998920440673800,13.11089420318603500,23.55939674377441400,23.55939674377441400,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.25000000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
500-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
500-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.75000000000000000,86.75000000000000000
500-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.75000000000000000,86.75000000000000000
501-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,13.34182929992675800,13.28491210937500000,23.55939674377441400,23.48199081420898400,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
501-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
501-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.75000000000000000,86.75000000000000000
501-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.75000000000000000,86.75000000000000000
502-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,13.69022369384765600,11.89557361602783200,23.63683319091796900,23.17267227172851600,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
502-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
502-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
502-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
503-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,13.51597690582275400,11.54924201965332000,23.09541893005371100,22.63256072998046900,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
503-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
503-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
503-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.37500000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
504-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,13.16778182983398400,12.24230480194091800,22.78672027587890600,23.01819610595703100,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
504-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
504-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
504-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
505-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,13.16778182983398400,12.06888866424560500,23.40461158752441400,23.55939674377441400,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
505-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
505-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
505-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
506-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,12.81998920440673800,13.80757236480712900,23.79180908203125000,23.32726669311523400,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
506-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
506-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
506-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
507-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,12.12561035156250000,13.63325119018554700,23.40461158752441400,22.78672027587890600,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
507-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
507-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
507-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
508-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,11.25989437103271500,14.15651512145996100,22.86385154724121100,22.78672027587890600,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
508-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-64.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.25000000000000000,86.62500000000000000,86.75000000000000000
508-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
508-4,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
509-1,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,11.77902412414550800,12.58944034576416000,23.01819610595703100,23.55939674377441400,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.25000000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
509-2,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
509-3,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
509-4,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
510-1,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,12.81998920440673800,12.76315689086914100,24.02449798583984400,24.17977523803710900,0.00000000000000000,0.00000000000000000,0.00000000000000000,0,-9.00000000000000000,1,1,1,1,0,77.25000000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
510-2,1,1,B-1513,ZBAA,ZHHH,CES2460,0.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
510-3,1,1,B-1513,ZBAA,ZHHH,CES2460,-9.00000000000000000,6,,,,,,,0.00000000000000000,0,,1,1,1,1,0,77.25000000000000000,77.37500000000000000,86.62500000000000000,86.75000000000000000
